id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
3042	defensive	防守的、防禦性的	adj.		中級		4
3043	deficit	赤字、虧損	noun		中級		5
3044	define	下定義、規定	verb		中級	L1	1
3045	definite	肯定的	adj.		中級	L7	4
3046	definition	定義	noun		中級		3
3047	delegate	代表；授權、委託	noun/verb		中級		5
3048	delete	刪除	verb		中級		
3049	delicate	易碎的、纖弱的	adj.		中級		4
3050	delight	愉快；使愉快	noun/verb		中級		4
3051	delightful	令人快樂的	adj.		中級		4
3052	delivery	運送	noun		中級		2
3053	demand	需求、要求	noun/verb		中級		4
3054	demanding	高要求的、費時費力的	adj.		中級		
3055	democrat	民主主義者	noun	大寫為民主黨黨員	中級		5
3056	demonstrate	證明、示範；遊行示威	verb		中級	L3	4
3057	demonstration	證明、示範；遊行示威	noun		中級		4
3058	dense	稠密的	adj.		中級		4
3059	depart	啟程、離開	verb		中級		4
3060	departure	啟程、離開	noun		中級		4
3061	dependable	可信賴的、可靠的	adj.		中級		
3062	dependent	依賴的、取決於	adj.		中級		4
3063	dependent	受扶養者	noun	= dependant	中級		4
3064	deposit	訂金、存款	noun		中級		3
3065	deposit	放置、付訂金、存錢	verb		中級		3
3066	depress	使沮喪	verb		中級	L10	5
3067	depression	沮喪、憂鬱症；蕭條、不景氣	noun		中級		4
3068	depth	深度	noun		中級		2
3069	deputy	副手、代理人	noun		中級		5
3070	description	描述	noun		中級		2
3071	deserve	值得、應得	verb		中級		4
3072	designer	設計師	noun		中級		3
3073	desirable	令人嚮往的	adj.		中級		3
3074	despair	絕望	noun/verb		中級		5
3075	desperate	絕望的、極渴望的、不顧一切的	adj.		中級		4
3076	despite	儘管	prep.		中級	L4	4
3077	destination	目的地	noun		中級		5
3078	destroy	摧毀、破壞	verb		中級		3
3079	destruction	摧毀、破壞	noun		中級		4
3080	destructive	破壞性的	adj.		中級		5
3081	detail	細節；詳述	noun/verb		中級		2
3082	detailed	詳細的	adj.		中級		
3083	detect	發現、查出	verb		中級	L8	3
3084	detective	偵探、警探；偵探的	noun/adj.		中級		4
3085	detergent	洗衣粉、清潔劑	noun/adj		中級		6
3086	determination	決心	noun		中級		4
3087	development	發展、開發	noun		中級		
3088	device	裝置、設備	noun		中級	L9	4
3089	devil	惡魔	noun		中級		3
3090	devise	發明、想出	verb		中級		4
3091	devote	致力、用於	verb		中級	L9	4
3092	devoted	摯愛的、忠誠的、專心致志的	adj.		中級	L9	
3093	devotion	摯愛、忠誠、奉獻	noun		中級		5
3094	dialect	方言	noun		中級		5
3095	dialog	對話	noun	= dialogue (British English)	中級		
3096	dictate	口述、命令、支配	verb		中級		6
3097	dictation	口述、聽寫	noun		中級		6
3098	differ	不同	verb		中級		4
3099	digest	文摘、摘要	noun		中級		4
3100	digest	消化、領悟	verb		中級		4
3101	digestion	消化	noun		中級		5
3102	digit	數字、位數	noun		中級		
3103	digital	數位的	adj.		中級		4
3104	dignity	尊嚴、莊重	noun		中級		4
3105	diligence	勤奮、用功	noun		中級		4
3106	dim	暗淡的、模糊的；使變暗	adj./verb		中級		3
3107	dime	十分錢	noun		中級		3
3108	dine	用餐	verb		中級		3
3109	dip	浸泡、蘸	verb/noun		中級		3
3110	diploma	學位證書、文憑	noun		中級		4
3111	dirt	塵土	noun		中級		3
3112	disabled	有殘疾的	adj.		中級		
3113	disadvantage	缺點、不利；使處於不利地位	noun/verb		中級		4
3114	disadvantaged	弱勢的、貧困的	adj.		中級		
3115	disagree	不同意	verb		中級		
3116	disappoint	使失望	verb		中級		
3117	disappointment	失望、沮喪	noun		中級		
3118	disapproval	不贊成、反對	noun		中級		
3119	disapprove	不贊成、反對	verb		中級		5
3120	disaster	災難	noun		中級		4
3121	discard	丟棄；被拋棄的人或物	verb/noun		中級		6
3122	discipline	紀律、訓練	noun		中級		4
3123	discipline	(使有)紀律、訓練、懲戒	verb		中級		4
3124	disconnect	切斷、使分離	verb		中級		5
3125	discount	折扣；打折、排除	noun/verb		中級		3
3126	discourage	使灰心、阻止	verb		中級		
3127	discovery	發現	noun		中級		2
3128	disease	疾病	noun		中級		2
3129	disguise	偽裝、掩飾	noun/verb		中級		4
3130	disgust	厭惡、反感	verb/noun		中級		4
3131	disk	磁碟、光碟、圓盤	noun	= disc (British English)	中級		3
3132	dislike	不喜歡	verb/noun		中級		3
3133	dismiss	解散、解雇、不考慮	verb		中級		4
3134	disorder	障礙、失調；騷動	noun		中級		4
3135	display	陳列、展示	verb/noun		中級	L6	2
3136	dispute	爭論、爭執	verb/noun		中級		4
3137	dissatisfaction	不滿	noun		中級		
3138	dissolve	溶解；解散、解除	verb		中級		5
3139	distant	遙遠的、冷漠的	adj.		中級		2
3140	distinct	不同的、明顯的	adj.		中級	L2	4
3141	distinction	差別；優秀	noun		中級	L2	5
3142	distinguish	區分、顯出特色	verb		中級		4
3143	distinguished	卓越的、著名的	adj.		中級		4
3144	distribute	分配、發送	verb		中級	L1	4
3145	distribution	分配、發送	noun		中級		4
3146	district	地區、行政區	noun		中級		4
3147	distrust	不信任	verb/noun		中級		
3148	disturb	打擾、妨礙	verb		中級		4
3149	disturbance	干擾、騷動	noun		中級		6
3150	ditch	水溝	noun		中級		3
3151	ditch	丟棄	verb		中級		3
3152	dive	跳水、潛水	verb/noun		中級		3
3153	divine	神的、神聖的、絕妙的	adj.		中級		4
3154	divorce	離婚	noun/verb		中級		4
3155	dock	碼頭；停靠碼頭	noun/verb		中級		3
3156	domestic	家庭的；國內的	adj.		中級	L4	2
3157	dominant	主要的、佔優勢的	adj.		中級		4
3158	dominate	支配、統治、佔首要地位	verb		中級	L3	4
3159	donate	捐贈	verb		中級		5
3160	dormitory	宿舍	noun	= dorm	中級		
3161	dose	一劑	noun		中級		3
3162	doubtful	懷疑的、不確定的、不太可能的	adj.		中級		3
3163	dove	鴿子	noun		中級		2
3164	downward	向下	adv.		中級		6
3165	doze	打瞌睡、小睡	verb/noun		中級		6
3166	draft	草稿	noun		中級	L5	4
3167	draft	起草、草擬；徵召入伍、徵募	verb		中級	L5	4
3168	drag	令人厭煩的事	noun		中級		3
3169	drag	拖、拉	verb		中級		3
3170	dragonfly	蜻蜓	noun		中級		3
3171	drain	排出液體；排水管	verb/noun		中級		3
3172	dramatic	戲劇(性)的	adj.		中級		3
3173	dread	擔心、懼怕	noun/verb		中級		4
3174	dreadful	可怕的、糟糕的	adj.		中級		5
3175	dressed	穿好衣服的、打扮好的	adj.		中級		
3176	drift	漂流、漂泊	verb/noun		中級		4
3177	drill	鑽(頭)、鑽孔；演習、訓練、反覆練習	noun/verb		中級		4
3178	drip	滴下；水滴、滴水聲	verb/noun		中級		3
3179	drought	乾旱	noun		中級		5
3180	drown	溺死、淹沒	verb		中級		3
3181	drowsy	昏昏欲睡的	adj.		中級		4
3182	drunk	酒醉的；醉漢	adj./noun		中級		3
3183	duckling	小鴨	noun		中級		
3184	due	到期的、預計的	adj.		中級		2
3185	dull	枯燥乏味的、沒有光澤的	adj.		中級		2
3186	dump	傾倒、拋棄；垃圾場	verb/noun		中級		3
3187	durable	耐用的、持久的	adj.		中級		4
3188	duration	持續期間	noun		中級	L9	6
3189	dusk	黃昏	noun		中級		6
3190	dust	灰塵、塵土；擦去灰塵	noun/verb		中級		3
3191	dusty	佈滿灰塵的	adj.		中級		4
3192	dye	染料；染色	noun/verb		中級		4
3193	dynamic	有活力的、不斷變化的	adj.		中級	L7	4
3194	dynasty	朝代	noun		中級		4
3195	eager	熱切的、渴望的	adj.		中級		3
3196	earnest	認真的、誠摯的；認真、誠摯	adj./noun		中級		4
3197	earnings	薪水、收入	noun		中級		
3198	earring	耳環	noun		中級		2
3199	earthquake	地震	noun		中級		2
3200	ease	減輕、緩和；輕易	verb/noun		中級		2
3201	echo	回聲、共鳴；產生回聲、迴響	noun/verb		中級		3
3202	economic	經濟的	adj.		中級	L1	4
3203	economical	經濟實惠的、節約的	adj.		中級		4
3204	economics	經濟學	noun		中級		4
3205	economist	經濟學家	noun		中級		4
3206	economy	經濟	noun		中級	L1	4
3207	edible	可食用的	adj.		中級		6
3208	edit	編輯	verb		中級	L6	3
3209	edition	版本	noun		中級		2
3210	editor	編輯	noun		中級		3
3211	editorial	編輯的；社論、評論	adj./noun		中級		6
3212	educate	教育	verb		中級		3
3213	educational	教育的	adj.		中級		3
3214	efficiency	效率	noun		中級		4
3215	efficient	有效率的	adj.		中級		
3216	elaborate	詳盡的、精美的；詳盡闡述	adj./verb		中級		5
3217	elastic	有彈性的	adj.		中級		4
3218	elbow	手肘；用肘推	noun/verb		中級		3
3219	elderly	年長的	adj.		中級		3
3220	electrical	電的	adj.		中級		2
3221	electrician	電工	noun		中級		6
3222	electricity	電力	noun		中級		3
3223	electronic	電子的	adj.		中級		3
3224	electronics	電子學、電子儀器	noun		中級		4
3225	elegant	優雅的	adj.		中級		4
3226	elementary	初級的、基礎的	adj.		中級		4
3227	elevator	電梯	noun		中級		3
3228	eliminate	排除、淘汰	verb		中級	L7	4
3229	elsewhere	(到)別處	adv.		中級		4
3230	embassy	大使館	noun		中級		4
3231	emerge	浮現、顯露	verb		中級	L4	4
3232	emergency	緊急、突發狀況	noun		中級		3
3233	emotional	感情的、激起情感的	adj.		中級		3
3234	emperor	皇帝	noun		中級		3
3235	emphasis	強調、重點	noun		中級	L3	4
3236	empire	帝國	noun		中級		4
3237	employee	雇員、員工	noun		中級		2
3238	employer	雇主、老闆	noun		中級		2
3239	employment	工作、就業	noun		中級		
3240	enable	使能夠	verb		中級	L5	3
3241	enclose	圍住；(隨信)附上	verb		中級		4
3242	encounter	遭遇、遇到；偶遇	verb/noun		中級	L10	4
3243	encouragement	鼓勵	noun		中級		
3244	endanger	危害、危及	verb		中級		4
3245	ending	結局	noun		中級		2
3246	endurance	耐久力	noun		中級		6
3247	endure	忍耐、持久	verb		中級		4
3248	energetic	有活力的	adj.		中級	L5	3
3249	enforce	實施、執行、強迫	verb		中級	L5	
3250	engage	吸引(注意力)、從事、忙於；訂婚	verb		中級		
3251	engineering	工程學	noun		中級		4
3252	enhance	提高、增進	verb		中級	L6	
3253	enjoyable	令人愉快的	adj.		中級		3
3254	enjoyment	愉快、享受	noun		中級		
3255	enlarge	擴展、放大	verb		中級		
3256	enlargement	擴展、放大	noun		中級		
3257	enormous	龐大的	adj.		中級	L10	4
3258	enroll	註冊、登記	verb	= enrol (British English)	中級		
3259	ensure	保證、確保	verb		中級	L3	4
3260	enterprise	企業、事業	noun		中級		5
3261	entertain	娛樂、款待	verb		中級		
3262	entertainer	藝人、表演者	noun		中級		
3263	entertainment	娛樂(活動)	noun		中級		
3264	enthusiasm	熱忱	noun		中級		4
3265	enthusiastic	有熱忱的	adj.		中級		5
3266	entitle	使有資格、權利；命名	verb		中級		5
3267	entry	進入、入口；條目	noun		中級		3
3268	envious	羨慕的、嫉妒的	adj.		中級		5
3269	environmental	環境的	adj.		中級	L1	2
3270	equality	平等	noun		中級		4
3271	equip	裝備、配備；使有能力	verb		中級	L7	
3272	equipment	設備、器材	noun		中級	L7	
3273	equivalent	相等的；相等物	adj./noun		中級	L5	5
3274	era	年代	noun		中級		4
3275	erase	消除、擦掉	verb		中級		3
3276	erect	建造、豎立	verb		中級		5
3277	errand	差事、跑腿	noun		中級		5
3278	escalator	電扶梯	noun		中級		5
3279	escape	逃脫、退出	verb/noun		中級		2
3280	essay	論說文、文章	noun		中級		2
3281	essential	不可或缺的、本質的	adj.		中級		4
3282	essentially	本質上、基本上	adv.		中級		
3283	establish	建立	verb		中級	L1	
3284	estate	地產、資產、莊園	noun		中級	L6	5
3285	estimate	估計、估算	verb/noun		中級	L1	4
3286	etc.	等等	adv.	= et cetera	中級		
3287	evaluate	評估、評價	verb		中級	L2	4
3288	even	平坦的、均等的	adj.		中級		1
3289	eventual	最終的	adj.		中級	L8	4
3290	everyday	每天的、日常的	adj.		中級		
3291	evidence	證據；作為證據、證明	noun/verb		中級	L1	4
3292	evident	顯而易見的	adj.		中級	L1	4
3293	evolution	演化、演變	noun		中級	L5	5
3294	evolve	演化、演變	verb		中級	L5	5
3295	exactly	準確地、完全、確實如此	adv.		中級		
3296	exaggerate	誇張、誇大	verb		中級		4
3297	examination	考試；檢查、審查、調查	noun		中級		2
3298	examiner	考官	noun		中級		6
3299	excellence	卓越	noun		中級		3
3300	exception	例外	noun		中級		4
3301	exceptional	卓越的、非比尋常的	adj.		中級		5
3302	exchange	交換、兌換	noun/verb		中級		3
3303	excitement	興奮	noun		中級		
3304	exclaim	驚呼、大聲叫嚷	verb		中級		5
3305	excursion	遠足、短途旅行	noun		中級		
3306	executive	執行的、行政的	adj.		中級		5
3307	executive	高層主管、執行委員會	noun		中級		5
3308	exhaust	廢氣	noun		中級		4
3309	exhaust	使精疲力盡、用光	verb		中級		4
3310	exhibit	展覽(品)	noun		中級	L8	4
3311	exhibit	展覽；表現出	verb		中級	L8	4
3312	exhibition	展覽；表現	noun		中級		3
3313	existence	存在	noun		中級		2
3314	expand	擴展、擴大	verb		中級	L5	4
3315	expansion	擴展、擴大	noun		中級		4
3316	expectation	期望	noun		中級		3
3317	expense	費用、開銷	noun		中級		2
3318	experiment	實驗、試驗	noun/verb		中級		3
3319	experimental	實驗性的	adj.		中級		4
3320	explanation	解釋	noun		中級		4
3321	explode	爆炸	verb		中級		3
3322	exploit	剝削、利用、開採	verb		中級	L8	5
3323	explore	探索	verb		中級		3
3324	explorer	探險者	noun		中級		
3325	explosion	爆炸	noun		中級		4
3326	explosive	易爆的、爆炸性的；爆炸物	adj./noun		中級		4
3327	expose	暴露、揭露	verb		中級	L5	4
3328	exposure	暴露、揭露；曝光、宣傳	noun		中級		4
3329	expression	表達；表情；措詞	noun		中級		2
3330	extend	擴大、延長	verb		中級		4
3331	extension	延長、擴大、延伸；電話分機	noun		中級		5
3332	extensive	廣闊的、廣泛的	adj.		中級		5
3333	extent	程度、範圍	noun		中級		4
3334	extinct	絕種的	adj.		中級		5
3335	extraordinary	非凡的、異常的	adj.		中級		5
3336	extreme	極度的、極端的；極端	adj./noun		中級		3
3337	eyebrow	眉毛	noun		中級		2
3338	eyesight	視力	noun		中級		6
3339	fable	寓言	noun		中級		6
3340	facial	臉部的	adj.		中級		4
3341	facility	設施、設備	noun		中級		4
3342	factor	因素	noun		中級	L1	2
3343	fade	變淡、逐漸消失	verb		中級		3
3344	faint	微弱的；昏眩的	adj.		中級		3
3345	faint	昏倒	verb/noun		中級		3
3346	fairly	相當地、公正地	adv.		中級		3
3347	fairy	仙子、小精靈	noun		中級		3
3348	faith	信心、信仰	noun		中級		3
3349	faithful	忠誠的、如實的	adj.		中級		4
3350	fake	假的、偽造的；假貨；偽造、佯裝	adj./noun/verb		中級		3
3351	fame	名氣	noun		中級		4
3352	familiar	熟悉的	adj.		中級		3
3353	fantasy	幻想、想像、奇幻文學	noun		中級		4
3354	fare	(交通工具)費	noun		中級		3
3355	farewell	告別；告別的	noun/adj.		中級		4
3356	farming	農業、畜牧業、養殖業	noun		中級		
3357	fascinate	迷住	verb		中級		5
3358	fasten	扣緊、使牢固	verb		中級		4
3359	fatal	致命的、災難性的	adj.		中級		4
3360	fate	命運	noun		中級		2
3361	faulty	有缺陷的	adj.		中級		
3362	favorable	贊同的、有利的	adj.		中級		4
3363	fax	傳真(機)	noun/verb		中級		4
3364	feast	盛宴	noun/verb		中級		4
3365	feather	羽毛	noun		中級		3
3366	feature	特色；以…為特色	noun/verb		中級	L2	2
3367	federal	聯邦政府的	adj.		中級	L6	5
3368	feedback	回饋	noun		中級		4
3369	ferry	渡輪；運送	noun/verb		中級		4
3370	fertile	肥沃的、豐富的；可生育的	adj.		中級		4
3371	fertilizer	肥料	noun		中級		6
3372	fetch	(跟狗玩的)丟接遊戲	noun		中級		4
3373	fetch	拿來、取物、接	verb		中級		4
3374	fiction	小說、虛構的事	noun		中級		4
3375	fierce	激烈的、兇猛的	adj.		中級		4
3376	fighter	戰士、打者；戰鬥機	noun		中級		3
3377	file	檔案	noun		中級	L7	1
3378	file	把(文件)歸檔；提出(訴訟、申請等)	verb		中級	L7	1
3379	finance	金融、財政；(提供)資金	noun/verb		中級	L1	4
3380	financial	財務的、金融的	adj.		中級		4
3381	fireplace	壁爐	noun		中級		4
3382	firework	煙火	noun		中級		3
3383	fist	拳頭;握拳、拳打	noun/verb		中級		3
3384	fit	一陣；(病)發作	noun		中級		2
3385	flame	火焰；燃燒	noun/verb		中級		3
3386	flash	閃光、(想法)掠過	noun/verb		中級		3
3387	flatter	奉承	verb		中級		4
